newcod,ano,oldcod
2909109,1959,2928109
2911204,1959,2917300
2911907,1959,2928505
2912608,1959,2914703
2913200,1959,2923704
2914109,1959,2904506
2915205,1959,2903706
2916005,1959,2900801
2916302,1959,2903409
2921104,1959,2900801
2923100,1959,2916500
2924009,1959,2911402
2925402,1959,2906303
2926509,1959,2907905
2929701,1959,2913705
2931103,1959,2910800
2933000,1959,2908408
2506608,1959,2504405
2500601,1959,2507507
2504702,1959,2514008
2509800,1959,2506301
2502508,1959,2503100
2510105,1959,2505105
2516409,1959,2501005
2501609,1959,2505105
2505006,1959,2511400
2502706,1959,2501500
2515500,1959,2514008
4322905,1959,4308706
4311700,1959,4311304
4308003,1959,4303004
4309704,1959,4306007
4317806,1959,4321907
4303806,1959,4307005
4308102,1959,4319505
4312609,1959,4309407
4312708,1959,4310504
4302402,1959,4321303
4304002,1959,4321402
4305306,1959,4313706
4320206,1959,4313706
4300109,1959,4303004
4303905,1959,4313409
4319703,1959,4307005
2515203,1959,2509701
4307203,1959,4307005
4316709,1959,4306106
4322707,1959,4316808
4301909,1959,4309308
2405405,1959,2412302
2917102,1959,2912103
2507606,1959,2500304
2501807,1959,2513703
1508001,1959,1500206
2507408,1959,2504306
2513901,1959,2502805
2503506,1959,2501005
2504207,1959,2511301
2505709,1959,2501500
2516607,1959,2512309
4305801,1959,4320107
2500809,1959,2506301
2500106,1959,2512309
2505402,1959,2516706
3512100,1959,3505500
3534401,1959,3550308
2514206,1959,2507002
4321709,1959,4321204
4322103,1959,4317202
4306403,1959,4318705
4307609,1959,4318705
4314209,1959,4301305
4304804,1960,4308607
4315503,1960,4303004
4322301,1960,4317202
4318606,1960,4311304
2414704,1960,2404200
5204003,1960,5208004
5213400,1960,5202601
5300108,1960,0
2702801,1960,2708501
2701506,1960,2708204
2708808,1960,2703205
2702504,1960,2704401
2708709,1960,2707404
2701407,1960,2708600
2708105,1960,2709301
2705408,1960,2706406
4105607,1960,4106605
2700508,1960,2708501
2702702,1960,2706802
2703601,1960,2704500
2703908,1960,2707305
2708907,1960,2707701
4125407,1960,4128500
3303609,1960,3302007
2210300,1960,2204303
2204204,1960,2208007
2205409,1960,2202000
2104206,1961,2103505
2104701,1961,2110708
2107506,1961,2111201
2107605,1961,2108405
2110807,1961,2106102
4100202,1961,4103107
4100301,1961,4127601
4100707,1961,4106605
4100905,1961,4118402
4101309,1961,4113205
4102208,1961,4116901
4102505,1961,4104303
4103909,1961,4104303
4106100,1961,4111704
4107207,1961,4118501
4107702,1961,4104303
4107900,1961,4115200
4108106,1961,4110003
4108908,1961,4118402
4109906,1961,4106605
4110201,1961,4109401
4110607,1961,4106605
4110805,1961,4104303
4111100,1961,4103206
4111506,1961,4114500
4111605,1961,4115200
4114005,1961,4104303
4114302,1961,4125506
4114609,1961,4108304
4114708,1961,4106605
4115309,1961,4105706
4115408,1961,4105706
4115507,1961,4112108
4115606,1961,4108304
4115804,1961,4108304
4116109,1961,4104303
4116406,1961,4105904
4116505,1961,4118006
4116604,1961,4126009
4117404,1961,4114104
4117503,1961,4115200
4117909,1961,4108809
4119707,1961,4118402
4121307,1961,4112702
4121604,1961,4105706
4122503,1961,4104303
4122909,1961,4126603
4123204,1961,4124707
4124301,1961,4124707
4124806,1961,4105409
4126108,1961,4105508
4126207,1961,4107009
4127908,1961,4106605
4128005,1961,4104303
4128104,1961,4106605
4128708,1961,4105706
4128807,1961,4106605
4313102,1961,4311205
4320404,1961,4309407
4210308,1961,4203808
4218301,1961,4203808
4102307,1961,4104204
4103800,1961,4101408
4104105,1961,4122305
4108502,1961,4117602
4109104,1961,4105607
4110300,1961,4118105
4111308,1961,4117107
4115903,1961,4100905
4117800,1961,4119608
4119103,1961,4122305
4120804,1961,4104006
4123600,1961,4110904
4124004,1961,4128500
4124202,1961,4124905
4128302,1961,4116901
2602407,1961,2606002
2110005,1961,2108504
2100105,1961,2103406
2104503,1961,2103802
4101002,1961,4104501
4119004,1961,4104501
4106308,1961,4104808
4108205,1961,4104808
4111407,1961,4110508
4121208,1961,4106209
4113106,1961,4115507
4210605,1961,4202404
2905602,1961,2906303
4206405,1961,4217204
4112207,1961,4104303
4116000,1961,4108007
2206902,1961,2211308
4125704,1961,4108304
2509909,1961,2517001
2107407,1961,2101202
2500908,1961,2515906
2502102,1961,2507002
2507309,1961,2508901
4203402,1961,4209300
4201000,1961,4209300
2501203,1961,2506004
2513109,1961,2506905
4210803,1961,4218806
4216800,1961,4209300
2504108,1961,2514503
2512408,1961,2512002
2503902,1961,2509701
2509404,1961,2506905
2510600,1961,2512200
2513307,1961,2500700
2501708,1961,2503100
4127403,1961,4108809
2111805,1961,2104800
2206803,1961,2201200
2508505,1961,2516508
2507200,1961,2506806
2504504,1961,2508802
2508208,1961,2503605
2516805,1961,2500700
2505600,1961,2507002
2508000,1961,2516607
2509008,1961,2512309
2105500,1961,2105302
2500205,1961,2511301
2502003,1961,2502805
2502607,1961,2511301
2507903,1961,2511509
2508109,1961,2512101
2508604,1961,2513703
2510006,1961,2516201
2510402,1961,2511301
2510709,1961,2510808
2511905,1961,2507507
2512804,1961,2504306
2513000,1961,2510808
2513604,1961,2511301
2513802,1961,2510808
2111508,1961,2101202
2503308,1961,2503704
2503407,1961,2510808
2505204,1961,2506301
2506202,1961,2511400
2514404,1961,2510808
2105807,1961,2111409
2507101,1961,2508901
4210209,1961,4216305
4214706,1961,4218202
1501006,1961,1506807
1503804,1961,1503705
1504000,1961,1502103
1505601,1961,1505007
1506302,1961,1507904
1506708,1961,1502707
2513208,1961,2516201
4200606,1961,4215703
4200705,1961,4202602
4201109,1961,4215703
4202206,1961,4215109
4204400,1961,4204202
4205506,1961,4204806
4206207,1961,4218707
4212403,1961,4218707
4214201,1961,4204202
4214508,1961,4217808
4215307,1961,4217808
4216404,1961,4217709
2104107,1961,2109502
2107209,1961,2112704
2512507,1961,2504009
2515104,1961,2500403
4200903,1961,4216602
4201604,1961,4219309
4202107,1961,4201307
4205704,1961,4211900
4206603,1961,4205001
4207007,1961,4204608
4209904,1961,4214805
4210902,1961,4216008
4212007,1961,4205001
4212304,1961,4211900
4212908,1961,4216008
4214102,1961,4219200
4215406,1961,4219309
4217303,1961,4216008
4218400,1961,4218707
4305009,1961,4317509
2505808,1961,2515609
2506103,1961,2504009
2510907,1961,2512101
1507003,1962,1508209
1507508,1962,1504208
1507805,1962,1505908
2507804,1962,2513406
4320008,1962,4318705
2101301,1962,2103703
2501401,1962,2508901
2506509,1962,2514008
2403509,1962,2414704
2514701,1962,2513406
2514800,1962,2514008
2515005,1962,2511509
2515401,1962,2516102
2517100,1962,2513406
2108900,1962,2108207
2111904,1962,2106706
2105203,1962,2108207
2106003,1962,2108207
2110302,1962,2108207
2100402,1962,2113009
2510501,1962,2516102
4313607,1962,4311700
2106201,1962,2102903
2110203,1962,2109601
2106805,1962,2104909
2701902,1962,2707602
2704906,1962,2700201
2508703,1962,2516706
1506104,1962,1506203
2100303,1962,2103000
2106409,1962,2103208
2601300,1962,2602308
2603108,1962,2613008
2607307,1962,2609907
2615201,1962,2610400
2407708,1962,2409803
2608008,1962,2602605
3302304,1962,3302205
1501501,1962,1500800
2104602,1962,2103000
2608305,1962,2601003
2609303,1962,2613503
1506906,1962,1504307
4312203,1962,4311908
2607604,1962,2606804
2601805,1962,2605103
2616001,1962,2610806
1500909,1962,1501709
1501105,1962,1505205
1502301,1962,1505403
1504505,1962,1505809
2608602,1962,2604700
2616100,1962,2612208
1504109,1962,1504406
1501600,1962,1507607
1506609,1962,1503200
1502608,1962,1508209
1506401,1962,1505700
1507300,1962,1500602
2613404,1962,2601409
2615904,1962,2614600
4208302,1962,4213500
2515708,1962,2507002
2607505,1962,2600500
2204006,1962,2211308
4206801,1962,4209003
2601508,1962,2604205
4211108,1962,4212205
2613206,1962,2606002
2703700,1962,2700706
2706109,1962,2708006
2701100,1962,2705507
4213005,1962,4219309
4211207,1962,4219002
2409506,1962,2411601
2401701,1962,2413102
2404309,1962,2408003
2407609,1962,2409308
2406601,1962,2405306
2408409,1962,2400604
4202701,1962,4202909
2411106,1962,2401503
4206306,1962,4202909
4215604,1962,4214904
2412708,1962,2412609
2405207,1962,2402303
4205100,1962,4214003
4219408,1962,4214003
2406304,1962,2411502
2406403,1962,2413706
2514107,1962,2515203
2701803,1962,2708006
2408805,1962,2405801
4217006,1962,4202800
4207908,1962,4213609
4210704,1962,4213609
4200200,1962,4218608
4209508,1962,4214805
2404507,1962,2407203
4212700,1962,4208500
2701605,1962,2705002
2703304,1962,2705002
2705804,1962,2707107
2705903,1962,2708204
2408706,1962,2401305
2700805,1962,2700201
2704807,1962,2700201
2703809,1962,2706505
4211306,1962,4208203
2705309,1962,2706307
2706208,1962,2706406
2705200,1962,2702801
4207403,1962,4208500
4305603,1962,4304705
2112001,1962,2100501
2604601,1962,2606200
2702207,1962,2708907
2707909,1962,2708907
2709103,1962,2704203
2207405,1962,2203107
2704104,1962,2700300
2200905,1962,2211308
2509602,1962,2502409
2705606,1962,2702108
2709004,1962,2700201
4203709,1962,4218004
2204808,1962,2207009
2211407,1962,2211308
2208601,1962,2209609
2209005,1962,2205102
2200707,1962,2202505
2209302,1962,2201903
2208700,1962,2201903
2210904,1962,2210003
2203008,1962,2202901
2206001,1962,2204501
2207306,1962,2210003
2201309,1962,2204402
2203420,1962,2207900
4214300,1962,4216602
4215901,1962,4211900
2200103,1962,2210508
2201408,1962,2200202
4217105,1962,4207205
2105906,1962,2101202
3106309,1963,3141702
3122900,1963,3104601
3123106,1963,3128006
3127057,1963,3100906
3127909,1963,3124807
3148905,1963,3133501
3165909,1963,3121605
2406502,1963,2403103
4200507,1963,4204202
4204103,1963,4204202
2105609,1963,2101608
2201101,1963,2203206
2414100,1963,2400505
4209805,1963,4211504
2410702,1963,2410207
2411007,1963,2410207
3100401,1963,3140001
3100807,1963,3111200
3101003,1963,3157005
3101300,1963,3133006
3101409,1963,3134905
3101805,1963,3127701
3102209,1963,3118403
3102407,1963,3167103
3102506,1963,3152105
3102704,1963,3148707
3103108,1963,3124906
3103207,1963,3147402
3103306,1963,3160702
3103603,1963,3107505
3103702,1963,3124005
3103801,1963,3155504
3104403,1963,3138401
3104502,1963,3164209
3104809,1963,3109204
3105202,1963,3101706
3105301,1963,3111002
3105509,1963,3146701
3106101,1963,3136702
3106507,1963,3141801
3106606,1963,3138906
3107000,1963,3143500
3107604,1963,3145109
3108206,1963,3170404
3108503,1963,3127800
3109303,1963,3170404
3109402,1963,3151206
3109600,1963,3131000
3109808,1963,3112604
3110103,1963,3124203
3110202,1963,3171303
3110400,1963,3133501
3110806,1963,3132701
3111705,1963,3163805
3111903,1963,3149903
3112109,1963,3124203
3112703,1963,3126703
3112901,1963,3140902
3113107,1963,3113206
3113503,1963,3132503
3113800,1963,3122603
3114907,1963,3137403
3115201,1963,3162500
3115409,1963,3118304
3115607,1963,3100203
3115706,1963,3141504
3115904,1963,3136702
3116001,1963,3137700
3116100,1963,3141801
3116506,1963,3135605
3117207,1963,3144409
3117603,1963,3151404
3118106,1963,3117504
3118502,1963,3147303
3119005,1963,3162005
3119609,1963,3136702
3119708,1963,3152709
3120003,1963,3107802
3120102,1963,3121605
3120300,1963,3127800
3120409,1963,3118304
3120706,1963,3148103
3121001,1963,3121605
3121506,1963,3105608
3121704,1963,3140001
3121902,1963,3169901
3122108,1963,3127305
3122207,1963,3171808
3122504,1963,3130903
3123403,1963,3151503
3123502,1963,3143104
3123700,1963,3168408
3123809,1963,3107307
3124401,1963,3167400
3125002,1963,3160702
3125408,1963,3121605
3125507,1963,3121605
3125606,1963,3136009
3125804,1963,3168408
3126000,1963,3147105
3126208,1963,3164209
3126307,1963,3134806
3126406,1963,3131000
3126505,1963,3141801
3126604,1963,3107307
3126802,1963,3132701
3126901,1963,3132701
3127008,1963,3127107
3127206,1963,3135704
3127404,1963,3147303
3127503,1963,3171808
3128600,1963,3171006
3128907,1963,3148004
3129103,1963,3134202
3129400,1963,3105608
3129608,1963,3118809
3129806,1963,3106705
3129905,1963,3110301
3130002,1963,3108008
3130101,1963,3140704
3130200,1963,3147105
3130408,1963,3138203
3130606,1963,3146008
3130804,1963,3134301
3131109,1963,3120904
3131307,1963,3119401
3131406,1963,3134202
3131604,1963,3143104
3131802,1963,3139607
3132008,1963,3127800
3132107,1963,3135209
3132305,1963,3145307
3132602,1963,3115300
3132800,1963,3158003
3133303,1963,3141405
3133600,1963,3110509
3133709,1963,3133808
3133907,1963,3118304
3135308,1963,3104205
3136405,1963,3109204
3136603,1963,3110004
3137106,1963,3153400
3137304,1963,3118809
3137502,1963,3148004
3137908,1963,3155207
3138302,1963,3151404
3140100,1963,3171907
3140209,1963,3128501
3140407,1963,3121100
3140605,1963,3156007
3141306,1963,3105103
3142007,1963,3143302
3142502,1963,3121605
3142700,1963,3139300
3143609,1963,3120904
3144201,1963,3171907
3144904,1963,3132701
3145406,1963,3138609
3145505,1963,3120508
3145802,1963,3149606
3146206,1963,3104700
3146305,1963,3113008
3146404,1963,3100203
3147501,1963,3158003
3148509,1963,3168606
3148806,1963,3168507
3149002,1963,3169208
3149200,1963,3157708
3149408,1963,3138609
3150000,1963,3132701
3150208,1963,3152105
3150406,1963,3108107
3150901,1963,3132404
3151008,1963,3108909
3151602,1963,3127107
3153202,1963,3120904
3153301,1963,3121605
3153608,1963,3141108
3153806,1963,3118304
3154507,1963,3152204
3155009,1963,3152105
3155306,1963,3108107
3156106,1963,3162500
3156205,1963,3162906
3156304,1963,3169901
3156403,1963,3143104
3156502,1963,3157005
3157302,1963,3105608
3157500,1963,3171808
3157609,1963,3164209
3158102,1963,3157104
3158300,1963,3169406
3158409,1963,3115300
3158706,1963,3138609
3158904,1963,3167608
3159001,1963,3134608
3159100,1963,3118304
3159407,1963,3106804
3159506,1963,3154309
3159704,1963,3162104
3160009,1963,3101508
3160207,1963,3167103
3160306,1963,3134707
3160504,1963,3117504
3160603,1963,3119104
3160801,1963,3113909
3161205,1963,3145604
3161304,1963,3111101
3161601,1963,3171808
3161908,1963,3157203
3162302,1963,3167400
3162609,1963,3129301
3163003,1963,3158201
3163102,1963,3147105
3163300,1963,3132701
3163607,1963,3137700
3164100,1963,3148608
3164407,1963,3159605
3164605,1963,3133501
3164803,1963,3117504
3164902,1963,3152600
3165206,1963,3104908
3165503,1963,3171808
3165602,1963,3139805
3165800,1963,3117900
3166303,1963,3100302
3166402,1963,3167004
3166501,1963,3167103
3166600,1963,3123205
3166709,1963,3144300
3167301,1963,3155801
3167509,1963,3140803
3167707,1963,3168408
3168101,1963,3156908
3168309,1963,3110004
3169356,1963,3119104
3169802,1963,3162005
3170008,1963,3108602
3170305,1963,3100906
3170503,1963,3152105
3170909,1963,3162401
3171501,1963,3127701
3172202,1963,3132404
4204004,1963,4209003
2405504,1963,2406700
2401909,1963,2406700
2804102,1963,2802908
2403400,1963,2408904
2409605,1963,2406700
2510204,1963,2511301
2403202,1963,2412500
2400703,1963,2409902
2401800,1963,2411502
2406205,1963,2408300
2409100,1963,2408300
2410801,1963,2409407
2405009,1963,2402808
2407906,1963,2405405
2400901,1963,2407401
2412401,1963,2405702
2900108,1963,2924306
2900207,1963,2907707
2900405,1963,2914505
2900504,1963,2923605
2900603,1963,2918001
2900900,1963,2908002
2901106,1963,2928604
2901205,1963,2933307
2901502,1963,2910800
2901700,1963,2929305
2901809,1963,2906006
2902005,1963,2904605
2902203,1963,2900702
2902401,1963,2914901
2902500,1963,2903201
2902906,1963,2933307
2903102,1963,2913903
2903300,1963,2915502
2903508,1963,2933307
2903607,1963,2930501
2903805,1963,2914703
2904001,1963,2924306
2904100,1963,2919801
2904209,1963,2919801
2904407,1963,2901403
2904704,1963,2914802
2904803,1963,2933307
2905107,1963,2917508
2905305,1963,2921708
2905503,1963,2929800
2905909,1963,2926004
2906105,1963,2928208
2906204,1963,2921708
2906402,1963,2926301
2906600,1963,2911709
2906709,1963,2933307
2907400,1963,2903201
2908507,1963,2928604
2908804,1963,2917201
2909000,1963,2908705
2909505,1963,2927903
2909604,1963,2916500
2909703,1963,2901403
2910008,1963,2903706
2910107,1963,2919504
2910206,1963,2929107
2910305,1963,2928505
2910909,1963,2912103
2911006,1963,2912103
2911105,1963,2928406
2911501,1963,2932200
2911600,1963,2922300
2911808,1963,2925303
2912004,1963,2905008
2912202,1963,2921906
2912400,1963,2911303
2912509,1963,2913002
2912707,1963,2905800
2912806,1963,2906907
2912905,1963,2913903
2913101,1963,2914604
2913309,1963,2926301
2913804,1963,2928802
2914208,1963,2927903
2914307,1963,2902807
2914406,1963,2929909
2915007,1963,2901304
2915106,1963,2918001
2915304,1963,2916302
2915403,1963,2914802
2915601,1963,2925501
2915700,1963,2911204
2915908,1963,2921005
2916203,1963,2914802
2916609,1963,2913606
2916807,1963,2919702
2918308,1963,2918001
2918506,1963,2907608
2918605,1963,2902807
2918704,1963,2920502
2918902,1963,2906907
2919009,1963,2927200
2919108,1963,2930501
2919207,1963,2927408
2919405,1963,2917409
2919900,1963,2911402
2920007,1963,2919702
2920205,1963,2907103
2920304,1963,2904605
2920403,1963,2903706
2920809,1963,2920502
2920908,1963,2906303
2921302,1963,2901007
2921401,1963,2929800
2921609,1963,2904506
2921807,1963,2917409
2922201,1963,2922508
2922706,1963,2925105
2922805,1963,2904308
2923001,1963,2922003
2923308,1963,2914505
2923902,1963,2905602
2924108,1963,2914505
2924207,1963,2918100
2924504,1963,2932606
2924702,1963,2908705
2924900,1963,2920502
2925006,1963,2925105
2925600,1963,2907608
2925709,1963,2908705
2925907,1963,2931905
2926103,1963,2908408
2926202,1963,2909406
2926806,1963,2905008
2926905,1963,2923605
2927101,1963,2911402
2927309,1963,2916104
2927507,1963,2910800
2927606,1963,2918100
2928307,1963,2914505
2928901,1963,2903201
2930006,1963,2923407
2930303,1963,2928208
2930600,1963,2917508
2930709,1963,2927408
2930808,1963,2929909
2930907,1963,2901403
2931004,1963,2917201
2931301,1963,2922102
2931400,1963,2928604
2931509,1963,2930501
2931608,1963,2931202
2931707,1963,2928604
2932408,1963,2907608
2933109,1963,2921203
2933208,1963,2916104
2933406,1963,2919306
2933505,1963,2922607
4201703,1963,4207502
4207700,1963,4204301
4211801,1963,4203907
4216107,1963,4219705
2411429,1963,2405702
2403301,1963,2409407
4200804,1963,4206405
2414209,1963,2404200
2410405,1963,2414407
2909208,1963,2918100
2404101,1963,2411601
4218509,1963,4206801
3204005,1963,3201506
3204708,1963,3201506
2508406,1963,2516201
4121406,1963,4101002
4125209,1963,4124806
4128609,1963,4107207
2505303,1963,2507002
4120200,1963,4113502
4126801,1963,4106605
2907004,1963,2910503
2804706,1963,2801108
2505501,1963,2512101
4205209,1963,4203600
2700607,1963,2708600
4207601,1963,4213104
4212601,1963,4213104
2702009,1963,2709103
2405900,1963,2400505
2410009,1963,2400505
4302709,1963,4318408
2806800,1963,2801009
2806909,1963,2801603
4119806,1963,4104501
4118600,1963,4128203
2805000,1963,2805208
4306205,1963,4311403
2509503,1963,2506004
4107108,1963,4117107
4112405,1963,4126108
4115101,1963,4108601
4116802,1963,4122503
4120309,1963,4128203
4121109,1963,4107702
4122800,1963,4102604
4123808,1963,4101002
4125902,1963,4113502
4205605,1963,4219705
4212809,1963,4212502
2504603,1963,2507507
2707800,1963,2708600
2602704,1963,2609501
4206009,1963,4202305
4315909,1963,4313706
4201208,1963,4202305
2505907,1963,2504207
4208609,1963,4209003
2206308,1963,2200103
2402501,1964,2400208
2402907,1964,2412500
2404002,1964,2407401
2413201,1964,2401206
2413805,1964,2411007
2414308,1964,2402006
2414803,1964,2412203
2802502,1964,2806107
5101209,1964,5106703
5103908,1964,5108105
5105309,1964,5101803
5105903,1964,5107701
5106802,1964,5103502
5200803,1964,5220702
5201405,1964,5208707
5202809,1964,5201306
5203500,1964,5209101
5204607,1964,5221403
5204706,1964,5221601
5206909,1964,5205109
5207907,1964,5220702
5208103,1964,5212808
5209408,1964,5219803
5209606,1964,5210406
5213004,1964,5218805
5213707,1964,5207105
5214002,1964,5208905
5215405,1964,5201108
5215900,1964,5215702
5218102,1964,5213103
5219001,1964,5213905
5219100,1964,5221403
5219704,1964,5216908
5221007,1964,5210406
2508307,1964,2504009
2414902,1964,2410207
2413508,1964,2411502
4215208,1964,4217204
4207809,1964,4209003
2207207,1964,2205201
5219605,1964,5218003
4308409,1964,4319604
4102703,1964,4111803
4300307,1964,4317905
4303707,1964,4317202
4304309,1964,4317202
4316501,1964,4312401
5203807,1964,5212204
2404606,1964,2412609
2405108,1964,2406700
2410900,1964,2412609
2511707,1964,2506301
4319000,1964,4305108
4314803,1964,4319505
2513505,1964,2506608
2403905,1964,2410207
2408607,1964,2407005
4320503,1964,4314100
2415008,1964,2402204
2403608,1964,2402600
2503001,1964,2511202
4219606,1964,4217501
4209201,1964,4211801
2400406,1964,2410801
4213906,1964,4211801
2411908,1964,2410207
4107405,1964,4108403
4119301,1964,4109401
4123006,1964,4108403
4302006,1964,4320800
2406908,1964,2407401
2413607,1964,2404903
2603306,1964,2603702
2611309,1964,2616407
2609808,1964,2603009
3501707,1964,3503208
3502606,1964,3537404
3503000,1964,3520103
3503109,1964,3504503
3505005,1964,3520806
3505401,1964,3521200
3506607,1964,3530607
3507209,1964,3535507
3509601,1964,3525904
3510302,1964,3502903
3510609,1964,3505708
3512605,1964,3522802
3513306,1964,3528809
3514007,1964,3529302
3514601,1964,3543402
3515103,1964,3522208
3515301,1964,3539202
3516309,1964,3516408
3518909,1964,3504206
3521002,1964,3540606
3521101,1964,3543907
3523008,1964,3537404
3524006,1964,3525904
3525003,1964,3513009
3525409,1964,3516200
3526209,1964,3522208
3527009,1964,3500501
3527306,1964,3556701
3528205,1964,3515509
3529104,1964,3537404
3530003,1964,3510708
3530904,1964,3510401
3531001,1964,3528106
3532009,1964,3523404
3532207,1964,3539202
3533205,1964,3502101
3533304,1964,3516804
3534005,1964,3533007
3534203,1964,3536604
3535101,1964,3503703
3535903,1964,3514205
3536505,1964,3509502
3536802,1964,3507605
3536901,1964,3515509
3538204,1964,3507605
3540309,1964,3501806
3540903,1964,3518602
3541000,1964,3551009
3541802,1964,3540002
3542701,1964,3516200
3543105,1964,3516200
3543204,1964,3545407
3544103,1964,3543303
3544509,1964,3546603
3546108,1964,3546603
3546504,1964,3553708
3547205,1964,3546603
3547403,1964,3546603
3549003,1964,3524808
3549201,1964,3515202
3551306,1964,3531407
3554201,1964,3538808
3554300,1964,3528700
3555307,1964,3515202
3555703,1964,3531407
3556503,1964,3525904
3557006,1964,3552205
4205803,1964,4216206
2602506,1964,2607703
2604403,1964,2606101
2607109,1964,2615904
2608503,1964,2610608
2610301,1964,2606002
2614709,1964,2613107
2611408,1964,2600906
2615508,1964,2609501
4107306,1964,4111605
4109005,1964,4112801
2606606,1964,2607000
2612802,1964,2613602
4103008,1964,4104303
4118303,1964,4118105
2409209,1964,2401800
2603603,1964,2607653
2605400,1964,2606101
2605509,1964,2607653
2612000,1964,2601904
2614402,1964,2614600
2604502,1964,2606408
2615805,1964,2602803
4127106,1964,4127502
4301206,1964,4320701
2606903,1964,2600104
4319109,1964,4317806
2200806,1964,2204501
2205904,1964,2201705
2209807,1964,2208809
2204600,1964,2208809
2603405,1964,2605608
2204105,1964,2200509
3204302,1964,3202801
4302204,1964,4321808
2203404,1964,2207009
2410108,1964,2413904
4316105,1964,4320107
2927804,1964,2912103
3202009,1964,3202306
4300703,1964,4306809
4307302,1964,4320206
4310306,1964,4306809
4307401,1964,4322509
4315206,1964,4306809
2209401,1964,2208007
3201100,1964,3204807
2201804,1964,2208007
3200706,1964,3201209
4312500,1964,4318507
2210201,1964,2208007
2612307,1964,2602100
4306502,1964,4306908
4315404,1964,4304002
4320602,1964,4307005
2209500,1964,2210805
2615102,1964,2602100
4300505,1964,4310504
4305900,1964,4317806
2202109,1964,2210805
2410603,1964,2400604
4314704,1964,4310504
3203502,1964,3203601
2203800,1964,2205102
3202900,1964,3202702
2204907,1964,2210805
4219101,1964,4205308
3204104,1964,3201605
2606309,1964,2602001
3201001,1964,3204906
2607406,1964,2601607
4104600,1964,4104808
4111209,1964,4118501
4112504,1964,4111506
4122107,1964,4114906
4125001,1964,4111506
3201704,1964,3201407
5215603,1964,5212501
2612901,1964,2611507
2604304,1964,2614006
2614303,1964,2614006
2615607,1964,2601102
2600203,1964,2611101
4200309,1964,4214805
4201901,1964,4214805
2100808,1964,2102101
3201803,1964,3202306
2209906,1964,2202604
2606705,1964,2600807
2512606,1964,2503407
2610509,1964,2608909
2612109,1964,2608107
2514602,1964,2510808
2604908,1964,2608909
3136207,1964,3155702
3168705,1964,3119401
3204203,1964,3202603
2603801,1964,2613008
4202008,1964,4203204
2605806,1964,2616209
2606507,1964,2600500
2603207,1964,2606002
2612703,1964,2616209
3106002,1964,3144706
4213302,1964,4204806
4217402,1964,4206504
2502300,1964,2504306
2509305,1964,2508901
2403707,1964,2401008
2514305,1964,2507002
2510303,1964,2511103
2502201,1964,2503704
2609105,1964,2602209
4112603,1964,4110300
4201802,1964,4208500
4211405,1964,4217303
2109205,1964,2101103
1505502,1965,1507201
2506707,1965,2516706
2503803,1965,2511509
4310900,1965,4303806
4301701,1965,4307005
4303202,1965,4311700
4310801,1965,4306403
4312906,1965,4313300
4303608,1965,4318200
4311601,1965,4305801
2410504,1965,2409407
4301800,1965,4311304
4310108,1965,4321204
2109304,1965,2112704
2404804,1965,2412104
2804458,1965,2806008
2802205,1965,2804607
2807006,1965,2804607
2103109,1965,2104909
4316204,1965,4320107
4301107,1965,4318408
4310702,1965,4307005
4313003,1965,4301008
4312807,1965,4313300
2511004,1965,2507002
2509206,1965,2504009
2607802,1965,2606200
2502904,1965,2504306
4203105,1965,4212106
4312104,1965,4319802
2805307,1965,2803302
2800506,1965,2805901
4301503,1965,4310207
2807303,1965,2805703
4303400,1965,4308508
2104305,1965,2102606
4120408,1965,4102208
4305405,1965,4305009
4317004,1966,4302808
4319307,1966,4305207
4317707,1966,4318002
4302600,1966,4304002
4312302,1966,4321402
4319208,1966,4318903
4323200,1966,4312658
4300604,1966,4323002
4320305,1966,4321006
4305702,1966,4313904
4308300,1966,4320800
4314001,1966,4313300
4323101,1966,4308508
4303103,1966,4309209
4303301,1966,4318903
4309803,1966,4314100
4314308,1966,4306106
4315107,1966,4305207
4316303,1966,4305207
4305504,1966,4314100
4310405,1966,4321808
4312005,1966,4307005
4313805,1966,4308508
4300208,1966,4310207
4306304,1966,4314100
4309902,1966,4311304
4100509,1966,4128807
4118907,1966,4128807
4105300,1966,4115606
2201002,1967,2200509
2203305,1967,2211001
2206407,1967,2211001
4110409,1967,4122602
4123501,1967,4114609
4126900,1967,4105607
4306700,1967,4308003
4302501,1967,4318903
4202503,1967,4216503
4321600,1967,4313508
2102002,1967,2106904
2109908,1967,2108504
4108700,1967,4104402
4102000,1967,4127700
4115705,1967,4118204
4218103,1967,4218806
4116703,1967,4104808
4120903,1967,4113304
4115002,1967,4117107
4117206,1967,4105607
4210407,1967,4201406
4105003,1969,4109302
2108108,1970,2105708
3304557,1975,3499901
1200054,1977,1200104
1200336,1977,1200203
1200344,1977,1200500
1200385,1977,1200401
1200450,1977,1200401
4108320,1977,4110607
4117222,1977,4117909
5200134,1977,5216403
5105622,1977,5102504
5106372,1977,5107602
5107859,1977,5101803
5107958,1977,5101704
5213087,1977,5221601
1100023,1977,1100205
1100049,1977,1100205
1100122,1977,1100205
1100304,1977,1100106
1100189,1977,1100205
5000203,1979,5100202
5000609,1979,5100606
5000708,1979,5100707
5000807,1979,5100804
5000856,1979,5100853
5000906,1979,5100909
5001003,1979,5101008
5001102,1979,5101101
5001243,1979,5101281
5001508,1979,5101509
5001904,1979,5101901
5002001,1979,5102001
